,Rxn_Name,index,SMILES,MW,IE,AMW,frac_sp3,heavy_atom,NH_OH,aromatic_heter,aromatic_ring,h_accept,h_donot,num_heteroatom,num_rotable,num_aliphatic,aliphatic_heter,aromatic_C,aliphatic_C,saturated_C,saturated_heter,saturated_ring,asphere,MaxPartialCharge,MinPartialCharge,numvalence,numradical,RadiusOfGyration,spherocity,Halide,Halide Ionic Radius,Halide Ionization Energy (eV),Halide Electron Affinity (eV),Halide Pearson Hardness (eV),Halide Mulliken Electronegativity (eV),Halide Pauling Electronegativity (Neutral Atom),Number of Electrons,Atomic Mass,Charge,index,Ion,Form 2D Perovskites?,Metal Ionization Energy (kJ/mol),Metal Electron Affinity (kJ/mol),Metal Pearson Hardness (eV),Metal Mulliken Electronegativity (eV; ionic),Metal Pauling Electronegativity (atomic),No.Electrons,Valence d electron count,Ionic Radius
643,Mn++ + I + Nc1ccc(Br)cc1,19,Nc1ccc(Br)cc1,137,8,7,0,8,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0.03142686,-0.398727786,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
644,Mn++ + I + NCCc1cc(Cl)cc(Cl)c1,19,NCCc1cc(Cl)cc(Cl)c1,137,8,7,0.25,11,2,0,1,1,1,3,2,0,0,1,0,0,0,0,0,0.042305099,-0.330142593,60,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
645,Mn++ + I + NCCc1cc(Br)cc(Br)c1,19,NCCc1cc(Br)cc(Br)c1,137,8,7,0.25,11,2,0,1,1,1,3,2,0,0,1,0,0,0,0,0,0.018872643,-0.330142596,60,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
646,Mn++ + I + Cc1cc(C)cc(CCN)c1,19,Cc1cc(C)cc(CCN)c1,137,8,7,0.4,11,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.00366947,-0.330142604,60,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
647,Mn++ + I + NCCc1ccccc1Br,19,NCCc1ccccc1Br,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.02072754,-0.330141917,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
649,Mn++ + I + NCCc1ncc[nH]1,19,NCCc1ncc[nH]1,107,8,7,0.4,8,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0.106766644,-0.348552277,44,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
650,Mn++ + I + CNCCN,19,CNCCN,141,8,8,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.007144858,-0.329208305,32,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
651,Mn++ + I + NC1CCCCC1N,19,NC1CCCCC1N,137,8,7,1,8,4,0,0,2,2,2,0,1,0,0,1,1,0,1,0,0.019178906,-0.326315475,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
652,Mn++ + I + COc1ccc(CCN)cc1,19,COc1ccc(CCN)cc1,145,8,7,0.333333333,11,2,0,1,2,1,2,3,0,0,1,0,0,0,0,0,0.118377749,-0.496768219,60,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
653,Mn++ + I + NCCc1ccc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)s1,19,NCCc1ccc(-c2ccc(-c3ccc(-c4cccs4)s3)s2)s1,0,0,0,0.111111111,23,2,4,4,5,1,5,5,0,0,0,0,0,0,0,0,0.044922539,-0.330112693,116,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
654,Mn++ + I + NCCN1CCNCC1,19,NCCN1CCNCC1,0,0,0,1,9,3,0,0,3,2,3,2,1,1,0,0,0,1,1,0,0.010790991,-0.329198525,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
655,Mn++ + I + NCCCc1ccccc1,19,NCCCc1ccccc1,137,8,7,0.333333333,10,2,0,1,1,1,1,3,0,0,1,0,0,0,0,0,-0.007410504,-0.330461792,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
656,Mn++ + I + NCCCc1ccc(-c2cccs2)s1,19,NCCCc1ccc(-c2cccs2)s1,107,8,7,0.272727273,14,2,2,2,3,1,3,4,0,0,0,0,0,0,0,0,0.044497345,-0.330461293,74,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
657,Mn++ + I + NCc1c(F)c(F)c(CN)c(F)c1F,19,NCc1c(F)c(F)c(CN)c(F)c1F,137,8,7,0.25,14,4,0,1,2,2,6,2,0,0,1,0,0,0,0,0,0.166289066,-0.32631559,78,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
658,Mn++ + I + NCC(=O)O,19,NCC(=O)O,142,8,8,0.5,5,3,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0.316755978,-0.48029713,30,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
659,Mn++ + I + NCCC(=O)O,19,NCCC(=O)O,142,8,8,0.666666667,6,3,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0.304125216,-0.481195255,36,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
660,Mn++ + I + Cc1ccsc1-c1ccc(-c2sc(-c3ccc(CCN)s3)cc2C)c2c1NSN2,19,Cc1ccsc1-c1ccc(-c2sc(-c3ccc(CCN)s3)cc2C)c2c1NSN2,0,0,0,0.181818182,29,4,3,4,7,3,7,5,1,1,1,0,0,0,0,0,0.079153383,-0.330112693,148,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
661,Mn++ + I + C[N+](C)(C)CN,19,C[N+](C)(C)CN,137,8,7,1,6,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.128910896,-0.31875043,38,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
662,Mn++ + I + CCOc1nnc(OCCN)nn1,19,CCOc1nnc(OCCN)nn1,139,8,8,0.666666667,13,2,1,1,7,1,7,5,0,0,0,0,0,0,0,0,0.354739774,-0.461604985,72,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
663,Mn++ + I + COCCCN,19,COCCCN,145,8,7,1,6,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0.047378687,-0.384639875,38,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
664,Mn++ + I + Nc1c(F)c(F)c(N)c(F)c1F,19,Nc1c(F)c(F)c(N)c(F)c1F,137,8,7,0,12,4,0,1,2,2,6,0,0,0,1,0,0,0,0,0,0.186554941,-0.393787261,66,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
665,Mn++ + I + CN(C)c1ccc(N(C)C)cc1,19,CN(C)c1ccc(N(C)C)cc1,137,8,7,0.4,12,0,0,1,2,0,2,2,0,0,1,0,0,0,0,0,0.03620102,-0.377659432,66,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
666,Mn++ + I + NC(N)=S,19,NC(N)=S,137,8,7,0,4,4,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0.160496299,-0.376505715,24,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
667,Mn++ + I + NCCC1CCCCN1,19,NCCC1CCCCN1,116,8,12,1,9,3,0,0,2,2,2,2,1,1,0,0,0,1,1,0,0.007902398,-0.330413838,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
668,Mn++ + I + CCCNc1ccccc1,19,CCCNc1ccccc1,141,8,8,0.333333333,10,1,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0.033963421,-0.385057761,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
669,Mn++ + I + NCc1ccc(Cl)cc1F,19,NCc1ccc(Cl)cc1F,137,8,7,0.142857143,10,2,0,1,1,1,3,1,0,0,1,0,0,0,0,0,0.128667015,-0.326407858,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
670,Mn++ + I + Cc1cccc(CCN)c1,19,Cc1cccc(CCN)c1,137,8,7,0.333333333,10,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.00366964,-0.330142606,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
671,Mn++ + I + NCc1ccc(CN)cc1,19,NCc1ccc(CN)cc1,137,8,7,0.25,10,4,0,1,2,2,2,2,0,0,1,0,0,0,0,0,0.017761113,-0.326497504,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
672,Mn++ + I + FC1(F)CCNC1,19,FC1(F)CCNC1,141,8,8,1,7,1,0,0,1,1,3,0,1,1,0,0,0,1,1,0,0.261049204,-0.310958955,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
673,Mn++ + I + FC1CCNC1,19,FC1CCNC1,141,8,8,1,6,1,0,0,1,1,2,0,1,1,0,0,0,1,1,0,0.113690532,-0.313735318,36,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
674,Mn++ + I + Cc1ccc(C(C)N)cc1,19,Cc1ccc(C(C)N)cc1,137,8,7,0.333333333,10,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.026557408,-0.324170888,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
675,Mn++ + I + CC(CN)c1ccccc1,19,CC(CN)c1ccccc1,137,8,7,0.333333333,10,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.001089812,-0.32987514,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
676,Mn++ + I + CC(N)c1ccc(Br)cc1,19,CC(N)c1ccc(Br)cc1,137,8,7,0.25,10,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.026558392,-0.324170882,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
677,Mn++ + I + N=C(N)c1cccnc1,19,N=C(N)c1cccnc1,123,9,15,0,9,3,1,1,2,2,3,1,0,0,0,0,0,0,0,0,0.123849989,-0.383635039,46,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
678,Mn++ + I + CC(I)CN,19,CC(I)CN,137,8,7,1,5,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.020394278,-0.329440293,32,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
679,Mn++ + I + C=CCN,19,C=CCN,137,8,7,0.333333333,4,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0.010374434,-0.327052285,24,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
680,Mn++ + I + CCCCCCCCCCCN,19,CCCCCCCCCCCN,137,8,7,1,12,2,0,0,1,1,1,9,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,74,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
681,Mn++ + I + CCCCCCCCCCCCCN,19,CCCCCCCCCCCCCN,137,8,7,1,14,2,0,0,1,1,1,11,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,86,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
682,Mn++ + I + CCCCCCCCCCCCCCCN,19,CCCCCCCCCCCCCCCN,137,8,7,1,16,2,0,0,1,1,1,13,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,98,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
683,Mn++ + I + NCCc1cc2cccc3ccc4cccc1c4c32,19,NCCc1cc2cccc3ccc4cccc1c4c32,137,8,7,0.111111111,19,2,0,4,1,1,1,2,0,0,4,0,0,0,0,0,-0.002402876,-0.330142226,92,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
684,Mn++ + I + CCCN1CCNCC1,19,CCCN1CCNCC1,0,0,0,1,9,1,0,0,2,1,2,2,1,1,0,0,0,1,1,0,0.010736799,-0.314186639,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
685,Mn++ + I + Nc1ccc(N)cc1,19,Nc1ccc(N)cc1,137,8,7,0,8,4,0,1,2,2,2,0,0,0,1,0,0,0,0,0,0.031499428,-0.398726787,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
686,Mn++ + I + N=CN,19,N=CN,141,8,8,0,3,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.076470039,-0.390273954,18,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
687,Mn++ + I + CCN,19,CCN,137,8,7,1,3,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.010576266,-0.330748418,20,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
688,Mn++ + I + CN,19,CN,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.01950238,-0.333269055,14,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
689,Mn++ + I + N,19,N,137,8,7,0,1,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-0.343925736,-0.343925736,8,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
690,Mn++ + I + NCCCCCN,19,NCCCCCN,137,8,7,1,7,4,0,0,2,2,2,4,0,0,0,0,0,0,0,0,-0.007726732,-0.330473497,44,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
691,Mn++ + I + Nc1ccc(-c2ccccc2)cc1,19,Nc1ccc(-c2ccccc2)cc1,137,8,7,0,13,2,0,2,1,1,1,1,0,0,2,0,0,0,0,0,0.031391146,-0.398728257,64,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
692,Mn++ + I + Nc1ccc(-c2ccc(N)cc2)cc1,19,Nc1ccc(-c2ccc(N)cc2)cc1,137,8,7,0,14,4,0,2,2,2,2,1,0,0,2,0,0,0,0,0,0.031391146,-0.398728257,70,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
693,Cu++ + Cl + CSCCN,34,CSCCN,0,0,0,1,5,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0.00530488,-0.3296519,32,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
694,Cu++ + Cl + CSCCCN,34,CSCCCN,0,0,0,1,6,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,-0.005831005,-0.33044315,38,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
695,Cu++ + Cl + C1CSCCN1,34,C1CSCCN1,0,0,0,1,6,1,0,0,2,1,2,0,1,1,0,0,0,1,1,0,0.005853694,-0.315091403,36,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
696,Cu++ + Cl + NCC1CCSCC1,34,NCC1CCSCC1,144,8,8,1,8,2,0,0,2,1,2,1,1,1,0,0,0,1,1,0,-0.004827326,-0.330196361,48,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
697,Cu++ + Cl + COCCN,34,COCCN,0,0,0,1,5,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0.058444137,-0.383378494,32,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
698,Cu++ + Cl + COCCCN,34,COCCCN,145,8,7,1,6,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0.047378687,-0.384639875,38,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
699,Cu++ + Cl + C1COCCN1,34,C1COCCN1,0,0,0,1,6,1,0,0,2,1,2,0,1,1,0,0,0,1,1,0,0.059108072,-0.378812514,36,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
700,Cu++ + Cl + NCC1CCOCC1,34,NCC1CCOCC1,0,0,0,1,8,2,0,0,2,1,2,1,1,1,0,0,0,1,1,0,0.046866866,-0.381428973,48,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
701,Cu++ + Cl + NCCC1CCOCC1,34,NCCC1CCOCC1,0,0,0,1,9,2,0,0,2,1,2,2,1,1,0,0,0,1,1,0,0.046820152,-0.381430693,54,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
702,Cu++ + Cl + NCCS,34,NCCS,0,0,0,1,4,2,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.002549065,-0.329661156,26,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
703,Cu++ + Cl + NCCO,34,NCCO,148,8,7,1,4,3,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.055324581,-0.395062739,26,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
704,Cu++ + Cl + NCCCO,34,NCCCO,148,8,7,1,5,3,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0.044255012,-0.396326245,32,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
705,Cu++ + Cl + NCc1ccc(O)cc1,34,NCc1ccc(O)cc1,0,0,0,0.142857143,9,3,0,1,2,2,2,1,0,0,1,0,0,0,0,0,0.115096489,-0.507966632,48,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
706,Cu++ + Cl + NCCc1ccc(O)cc1,34,NCCc1ccc(O)cc1,0,0,0,0.25,10,3,0,1,2,2,2,2,0,0,1,0,0,0,0,0,0.115094853,-0.507966645,54,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
707,Cu++ + Cl + NCC(N)=O,34,NCC(N)=O,107,8,7,0.5,5,4,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0.230657452,-0.368575138,30,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
708,Cu++ + Cl + NCCC(N)=O,34,NCCC(N)=O,107,8,7,0.666666667,6,4,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0.218186001,-0.369637772,36,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
709,Cu++ + Cl + CC(=O)CN,34,CC(=O)CN,137,8,8,0.666666667,5,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0.142830123,-0.324072609,30,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
710,Cu++ + Cl + COC(=O)CN,34,COC(=O)CN,0,0,0,0.666666667,6,2,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0.318916781,-0.468064074,36,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
711,Cu++ + Cl + COC(=O)CCN,34,COC(=O)CCN,0,0,0,0.75,7,2,0,0,3,1,3,2,0,0,0,0,0,0,0,0,0.306287443,-0.468960315,42,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
712,Cu++ + Cl + COC(=O)CCCN,34,COC(=O)CCCN,0,0,0,0.8,8,2,0,0,3,1,3,3,0,0,0,0,0,0,0,0,0.305051407,-0.468994832,48,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
713,Cu++ + Cl + NCC(=O)O,34,NCC(=O)O,142,8,8,0.5,5,3,0,0,2,2,3,1,0,0,0,0,0,0,0,0,0.316755978,-0.48029713,30,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
714,Cu++ + Cl + NCCC(=O)O,34,NCCC(=O)O,142,8,8,0.666666667,6,3,0,0,2,2,3,2,0,0,0,0,0,0,0,0,0.304125216,-0.481195255,36,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
715,Cu++ + Cl + NCCCC(=O)O,34,NCCCC(=O)O,142,8,8,0.75,7,3,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0.302889124,-0.481229794,42,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
716,Cu++ + Cl + NCCCCC(=O)O,34,NCCCCC(=O)O,142,8,8,0.8,8,3,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0.302840409,-0.481230385,48,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
717,Cu++ + Cl + N#CCN,34,N#CCN,0,0,0,0.5,4,2,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0.081543788,-0.318493669,22,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
718,Cu++ + Cl + N#CCCN,34,N#CCCN,139,8,8,0.666666667,5,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0.063452999,-0.329448048,28,0,0,0,Cl,1.67,8.32,1.08,8.276253046,3.62,3.16,18,35.45,-1,34,Cu++,1,3555,1957.9,8.276253046,28.56812686,1.9,27,9,0.87
