,Rxn_Name,index,SMILES,MW,IE,AMW,frac_sp3,heavy_atom,NH_OH,aromatic_heter,aromatic_ring,h_accept,h_donot,num_heteroatom,num_rotable,num_aliphatic,aliphatic_heter,aromatic_C,aliphatic_C,saturated_C,saturated_heter,saturated_ring,asphere,MaxPartialCharge,MinPartialCharge,numvalence,numradical,RadiusOfGyration,spherocity,Halide,Halide Ionic Radius,Halide Ionization Energy (eV),Halide Electron Affinity (eV),Halide Pearson Hardness (eV),Halide Mulliken Electronegativity (eV),Halide Pauling Electronegativity (Neutral Atom),Number of Electrons,Atomic Mass,Charge,index,Ion,Form 2D Perovskites?,Metal Ionization Energy (kJ/mol),Metal Electron Affinity (kJ/mol),Metal Pearson Hardness (eV),Metal Mulliken Electronegativity (eV; ionic),Metal Pauling Electronegativity (atomic),No.Electrons,Valence d electron count,Ionic Radius
568,Mn++ + I + NCCCOc1ccc2ccc3cccc4ccc1c2c34,19,NCCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.157894737,21,2,0,4,2,1,2,4,0,0,4,0,0,0,0,0,0.126675597,-0.49289516,104,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
569,Mn++ + I + NCCCCOc1ccc2ccc3cccc4ccc1c2c34,19,NCCCCOc1ccc2ccc3cccc4ccc1c2c34,145,8,7,0.2,22,2,0,4,2,1,2,5,0,0,4,0,0,0,0,0,0.126674336,-0.492945367,110,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
570,Mn++ + I + NCCOc1ccc2cccc3c4cccc5cccc(c1c23)c54,19,NCCOc1ccc2cccc3c4cccc5cccc(c1c23)c54,145,8,7,0.090909091,24,2,0,5,2,1,2,3,0,0,5,0,0,0,0,0,0.127376096,-0.49160405,116,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
571,Mn++ + I + NCCSc1ccc(-c2cccs2)s1,19,NCCSc1ccc(-c2cccs2)s1,0,0,0,0.2,14,2,2,2,4,1,4,4,0,0,0,0,0,0,0,0,0.06054329,-0.329638618,74,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
572,Mn++ + I + NCc1ccc(F)cc1,19,NCc1ccc(F)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.122728862,-0.326497479,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
573,Mn++ + I + NCCCn1ccnc1,19,NCCCn1ccnc1,0,0,0,0.5,9,2,1,1,3,1,3,3,0,0,0,0,0,0,0,0,0.094540716,-0.337450293,50,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
574,Mn++ + I + NCc1ccc(Cl)cc1,19,NCc1ccc(Cl)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.040569979,-0.326497493,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
575,Mn++ + I + NCCc1ccccc1,19,NCCc1ccccc1,137,8,7,0.25,9,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.00366981,-0.330142607,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
576,Mn++ + I + NCCc1ccccc1F,19,NCCc1ccccc1F,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.125942328,-0.33014079,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
577,Mn++ + I + NCCc1cccc(F)c1,19,NCCc1cccc(F)c1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.122982828,-0.330142593,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
578,Mn++ + I + NCc1ccc(Br)cc1,19,NCc1ccc(Br)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.017762078,-0.326497496,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
579,Mn++ + I + NCc1ccc(I)cc1,19,NCc1ccc(I)cc1,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.017761995,-0.326497497,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
580,Mn++ + I + N=C(N)N,19,N=C(N)N,141,8,8,0,4,5,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0.182528002,-0.370333532,24,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
581,Mn++ + I + CNN,19,CNN,141,8,8,1,3,3,0,0,2,2,2,0,0,0,0,0,0,0,0,0,-0.001724682,-0.271721759,20,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
582,Mn++ + I + CCCCC(CC)CN,19,CCCCC(CC)CN,137,8,7,1,9,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0,-0.004896613,-0.330197569,56,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
583,Mn++ + I + CCCCCC(C)[NH3+],19,CCCCCC(C)[NH3+],137,8,7,1,8,3,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0.081456692,-0.355360388,50,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
584,Mn++ + I + CCCC(C)[NH3+],19,CCCC(C)[NH3+],137,8,7,1,6,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0.081446431,-0.355360538,38,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
585,Mn++ + I + CCC(C)[NH3+],19,CCC(C)[NH3+],137,8,7,1,5,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0.081189694,-0.355369192,32,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
586,Mn++ + I + c1c[nH]c(-c2ncc[nH]2)n1,19,c1c[nH]c(-c2ncc[nH]2)n1,0,0,0,0,10,2,2,2,2,2,4,1,0,0,0,0,0,0,0,0,0.173037782,-0.342038043,50,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
587,Mn++ + I + c1ccc2[nH]cnc2c1,19,c1ccc2[nH]cnc2c1,107,8,7,0,9,1,1,2,1,1,2,0,0,0,1,0,0,0,0,0,0.093137062,-0.344596587,44,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
588,Mn++ + I + NCc1cccnc1,19,NCc1cccnc1,143,8,8,0.166666667,8,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.03122443,-0.326449146,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
589,Mn++ + I + CN(C)CCN,19,CN(C)CCN,137,8,7,1,6,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0.009849444,-0.329198963,38,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
590,Mn++ + I + CNCCCNC,19,CNCCCNC,0,0,0,1,7,2,0,0,2,2,2,4,0,0,0,0,0,0,0,0,-0.003982605,-0.319703372,44,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
591,Mn++ + I + CCC(CN)N(C)C,19,CCC(CN)N(C)C,137,8,7,1,8,2,0,0,2,1,2,3,0,0,0,0,0,0,0,0,0.020920344,-0.328915623,50,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
592,Mn++ + I + NCCCC(=O)O,19,NCCCC(=O)O,142,8,8,0.75,7,3,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0.302889124,-0.481229794,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
593,Mn++ + I + NCCc1c[nH]cn1,19,NCCc1c[nH]cn1,107,8,7,0.4,8,3,1,1,2,2,3,2,0,0,0,0,0,0,0,0,0.092256063,-0.35090408,44,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
594,Mn++ + I + NCCc1cccc(N)c1,19,NCCc1cccc(N)c1,137,8,7,0.25,10,4,0,1,2,2,2,2,0,0,1,0,0,0,0,0,0.031625371,-0.39872071,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
595,Mn++ + I + NCCC1=CCCCC1,19,NCCC1=CCCCC1,137,8,7,0.75,9,2,0,0,1,1,1,2,1,0,0,1,0,0,0,0,-0.003994597,-0.330154629,52,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
596,Mn++ + I + NCC(F)F,19,NCC(F)F,137,8,7,1,5,2,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0.250171256,-0.325486895,32,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
597,Mn++ + I + NCC(F)(F)F,19,NCC(F)(F)F,137,8,7,1,6,2,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0.400388257,-0.322752642,38,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
598,Mn++ + I + Cc1ccc(CCN)cc1,19,Cc1ccc(CCN)cc1,137,8,7,0.333333333,10,2,0,1,1,1,1,2,0,0,1,0,0,0,0,0,-0.003669807,-0.330142607,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
599,Mn++ + I + NCCc1ccc(Br)cc1,19,NCCc1ccc(Br)cc1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.017495178,-0.330142607,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
600,Mn++ + I + NCCc1ccc(Cl)cc1,19,NCCc1ccc(Cl)cc1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.040568355,-0.330142607,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
601,Mn++ + I + NCCN1C=CC=CC1,19,NCCN1C=CC=CC1,137,8,7,0.428571429,9,2,0,0,2,1,2,2,1,1,0,0,0,0,0,0,0.035717252,-0.372409815,50,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
602,Mn++ + I + NC1CCC(F)(F)CC1,19,NC1CCC(F)(F)CC1,137,8,7,1,9,2,0,0,1,1,3,0,1,0,0,1,1,0,1,0,0.247823108,-0.327704134,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
603,Mn++ + I + NCCCCc1cc2cccc3ccc4cccc1c4c32,19,NCCCCc1cc2cccc3ccc4cccc1c4c32,137,8,7,0.2,21,2,0,4,1,1,1,4,0,0,4,0,0,0,0,0,-0.00240371,-0.33047331,104,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
604,Mn++ + I + CCCN,19,CCCN,137,8,7,1,4,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,-0.007990569,-0.330483922,26,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
605,Mn++ + I + CC(N)c1ccc(Cl)cc1,19,CC(N)c1ccc(Cl)cc1,137,8,7,0.25,10,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.040570332,-0.324170879,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
606,Mn++ + I + Nc1cccnc1,19,Nc1cccnc1,143,8,8,0,7,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0.05000754,-0.397481955,36,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
607,Mn++ + I + NCCn1ccnc1,19,NCCn1ccnc1,0,0,0,0.4,8,2,1,1,3,1,3,2,0,0,0,0,0,0,0,0,0.094585015,-0.336228936,44,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
608,Mn++ + I + NCc1ccncc1,19,NCc1ccncc1,143,8,8,0.166666667,8,2,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0.027052312,-0.326495697,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
609,Mn++ + I + NCCc1ccc(F)cc1,19,NCCc1ccc(F)cc1,137,8,7,0.25,10,2,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.122727229,-0.330142607,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
610,Mn++ + I + CC(=N)N,19,CC(=N)N,141,8,8,0.5,4,3,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.087312521,-0.387897799,24,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
611,Mn++ + I + NCc1ccc(C(F)(F)F)cc1,19,NCc1ccc(C(F)(F)F)cc1,137,8,7,0.25,12,2,0,1,1,1,4,1,0,0,1,0,0,0,0,0,0.41590985,-0.326497504,66,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
612,Mn++ + I + CC(N)c1ccccc1,19,CC(N)c1ccccc1,137,8,7,0.25,9,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.026557074,-0.324170891,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
613,Mn++ + I + FC1CCCNCC1,19,FC1CCCNCC1,141,8,8,1,8,1,0,0,1,1,2,0,1,1,0,0,0,1,1,0,0.101372764,-0.316623242,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
614,Mn++ + I + CN(C)C(=N)N=C(N)N,19,CN(C)C(=N)N=C(N)N,141,8,8,0.5,9,5,0,0,1,3,5,0,0,0,0,0,0,0,0,0,0.219974319,-0.369752301,52,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
615,Mn++ + I + CNCc1cccc(F)c1,19,CNCc1cccc(F)c1,141,8,8,0.25,10,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.123031106,-0.315693651,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
616,Mn++ + I + NC1CCOCC1,19,NC1CCOCC1,145,8,7,1,7,2,0,0,2,1,2,0,1,1,0,0,0,1,1,0,0.048031748,-0.381329203,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
617,Mn++ + I + NCc1ccccc1F,19,NCc1ccccc1F,137,8,7,0.142857143,9,2,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.127183342,-0.32640787,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
618,Mn++ + I + NCCc1ccc(-c2ccccc2)cc1,19,NCCc1ccc(-c2ccccc2)cc1,137,8,7,0.142857143,15,2,0,2,1,1,1,3,0,0,2,0,0,0,0,0,-0.003669804,-0.330142607,76,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
619,Mn++ + I + CNc1ccc(F)cc1,19,CNc1ccc(F)cc1,141,8,8,0.142857143,9,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.122859071,-0.388119318,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
620,Mn++ + I + CNCc1cccc(Cl)c1,19,CNCc1cccc(Cl)c1,141,8,8,0.25,10,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.040871726,-0.31569455,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
621,Mn++ + I + CNCc1cccc(Br)c1,19,CNCc1cccc(Br)c1,141,8,8,0.25,10,1,0,1,1,1,2,2,0,0,1,0,0,0,0,0,0.020239507,-0.315694772,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
622,Mn++ + I + N#CCCN,19,N#CCCN,139,8,8,0.666666667,5,2,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0.063452999,-0.329448048,28,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
623,Mn++ + I + Brc1cccnc1,19,Brc1cccnc1,0,0,0,0,7,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0.040961833,-0.26355722,36,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
624,Mn++ + I + NCC1CCC(CN)CC1,19,NCC1CCC(CN)CC1,137,8,7,1,10,4,0,0,2,2,2,2,1,0,0,1,1,0,1,0,-0.004886101,-0.330197388,60,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
625,Mn++ + I + NCCN,19,NCCN,137,8,7,1,4,4,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0.004613277,-0.329216191,26,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
626,Mn++ + I + CCCCC#CC#CCCN,19,CCCCC#CC#CCCN,137,8,7,0.6,11,2,0,0,1,1,1,3,0,0,0,0,0,0,0,0,0.022203522,-0.329523953,60,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
627,Mn++ + I + CC(CN)CCCN,19,CC(CN)CCCN,137,8,7,1,8,4,0,0,2,2,2,4,0,0,0,0,0,0,0,0,-0.005149481,-0.33047332,50,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
628,Mn++ + I + CCCCCCCCCCCCCCCCN,19,CCCCCCCCCCCCCCCCN,137,8,7,1,17,2,0,0,1,1,1,14,0,0,0,0,0,0,0,0,-0.007727547,-0.330473504,104,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
629,Mn++ + I + NCCCCOc1cccc2ccccc12,19,NCCCCOc1cccc2ccccc12,145,8,7,0.285714286,16,2,0,2,2,1,2,5,0,0,2,0,0,0,0,0,0.126607725,-0.492946517,84,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
630,Mn++ + I + NCCCN,19,NCCCN,137,8,7,1,5,4,0,0,2,2,2,2,0,0,0,0,0,0,0,0,-0.006525302,-0.330424877,32,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
631,Mn++ + I + CNc1cccc(F)c1,19,CNc1cccc(F)c1,141,8,8,0.142857143,9,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0.12476414,-0.388037791,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
632,Mn++ + I + NCCCCC(=O)O,19,NCCCCC(=O)O,142,8,8,0.8,8,3,0,0,2,2,3,4,0,0,0,0,0,0,0,0,0.302840409,-0.481230385,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
633,Mn++ + I + C1CCNCC1,19,C1CCNCC1,116,8,12,1,6,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,-0.00489114,-0.316732581,36,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
634,Mn++ + I + Cc1ccsc1-c1ccc(-c2sc(-c3ccc(CCN)s3)cc2C)s1,19,Cc1ccsc1-c1ccc(-c2sc(-c3ccc(CCN)s3)cc2C)s1,0,0,0,0.2,25,2,4,4,5,1,5,5,0,0,0,0,0,0,0,0,0.047840518,-0.330112693,128,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
635,Mn++ + I + NCCCl,19,NCCCl,137,8,7,1,4,2,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.034591107,-0.32928722,26,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
636,Mn++ + I + NCCc1ccncc1,19,NCCc1ccncc1,143,8,8,0.285714286,9,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.027004306,-0.330142592,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
637,Mn++ + I + NCCc1ccccn1,19,NCCc1ccccn1,143,8,8,0.285714286,9,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.041567711,-0.330084403,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
638,Mn++ + I + NCCc1cccnc1,19,NCCc1cccnc1,143,8,8,0.285714286,9,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0.029983321,-0.330141633,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
639,Mn++ + I + CNc1ccccc1,19,CNc1ccccc1,141,8,8,0.142857143,8,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.033704291,-0.388122069,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
640,Mn++ + I + Cc1ccc(CN)cc1,19,Cc1ccc(CN)cc1,137,8,7,0.25,9,2,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0.017761097,-0.326497504,48,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
641,Mn++ + I + CNc1ccc(OC)cc1,19,CNc1ccc(OC)cc1,0,0,0,0.25,10,1,0,1,2,1,2,2,0,0,1,0,0,0,0,0,0.118509887,-0.496765892,54,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
642,Mn++ + I + Nc1ccc(Cl)cc1,19,Nc1ccc(Cl)cc1,137,8,7,0,8,2,0,1,1,1,2,0,0,0,1,0,0,0,0,0,0.040699479,-0.398727447,42,0,0,0,I,2.06,6.76,0.64,9.011586029,3.06,2.66,54,126.9045,-1,19,Mn++,1,3248,1509,9.011586029,24.6510148,1.55,23,5,0.97
